# epoch, train_time, train_loss, train_acc, train_prec, train_recall, train_f1, train_auc, valid_time, valid_loss, valid_acc, valid_prec, valid_recall, valid_f1, valid_auc, 
0.000000, 4.703383, 0.363492, 0.816553, 0.800954, 0.837905, 0.819013, 0.816749, 0.758333, 0.427796, 0.775862, 1.000000, 0.559322, 0.717391, 0.779661
1.000000, 4.031928, 0.224756, 0.896850, 0.898369, 0.892768, 0.895560, 0.896812, 0.580127, 0.220731, 0.862069, 0.877193, 0.847458, 0.862069, 0.862325
2.000000, 4.238896, 0.136066, 0.945645, 0.944030, 0.946384, 0.945206, 0.945652, 0.669128, 0.212733, 0.879310, 0.932692, 0.822034, 0.873874, 0.880315
3.000000, 3.952926, 0.104987, 0.965411, 0.966250, 0.963840, 0.965044, 0.965396, 0.631869, 0.254662, 0.862069, 0.967391, 0.754237, 0.847619, 0.863961
4.000000, 4.053820, 0.090675, 0.974058, 0.978589, 0.968828, 0.973684, 0.974010, 0.589220, 0.195138, 0.905172, 0.913793, 0.898305, 0.905983, 0.905293
5.000000, 3.962066, 0.074735, 0.976529, 0.977500, 0.975062, 0.976280, 0.976515, 0.589467, 0.215905, 0.896552, 0.891667, 0.906780, 0.899160, 0.896372
6.000000, 4.037099, 0.067302, 0.978999, 0.980000, 0.977556, 0.978777, 0.978986, 0.659515, 0.205193, 0.905172, 0.944444, 0.864407, 0.902655, 0.905888
7.000000, 4.222937, 0.062400, 0.978382, 0.982390, 0.973815, 0.978084, 0.978340, 0.670359, 0.202165, 0.905172, 0.906780, 0.906780, 0.906780, 0.905144
8.000000, 3.868768, 0.057898, 0.976529, 0.979900, 0.972569, 0.976220, 0.976492, 0.622835, 0.203884, 0.900862, 0.920354, 0.881356, 0.900433, 0.901204
9.000000, 4.189137, 0.057194, 0.978999, 0.981203, 0.976309, 0.978750, 0.978975, 0.633723, 0.216965, 0.900862, 0.952381, 0.847458, 0.896861, 0.901799
10.000000, 3.993288, 0.059163, 0.981470, 0.983709, 0.978803, 0.981250, 0.981445, 0.595300, 0.210655, 0.913793, 0.945455, 0.881356, 0.912281, 0.914362
11.000000, 4.066647, 0.057015, 0.980852, 0.981273, 0.980050, 0.980661, 0.980845, 0.604188, 0.240082, 0.909483, 0.970874, 0.847458, 0.904977, 0.910571
12.000000, 4.139660, 0.058942, 0.979617, 0.981227, 0.977556, 0.979388, 0.979598, 0.634455, 0.271976, 0.887931, 0.969388, 0.805085, 0.879630, 0.889384
13.000000, 4.001209, 0.060026, 0.979617, 0.982434, 0.976309, 0.979362, 0.979587, 0.572452, 0.262763, 0.905172, 0.970588, 0.838983, 0.900000, 0.906334
14.000000, 4.047923, 0.057421, 0.981470, 0.981297, 0.981297, 0.981297, 0.981468, 0.618479, 0.295855, 0.879310, 0.968750, 0.788136, 0.869159, 0.880910
