# epoch, train_time, train_loss, train_acc, train_prec, train_recall, train_f1, train_auc, valid_time, valid_loss, valid_acc, valid_prec, valid_recall, valid_f1, valid_auc, 
0.000000, 7.342476, 0.628068, 0.586412, 0.562890, 0.565919, 0.564401, 0.585379, 0.907441, 0.633360, 0.602374, 0.918919, 0.206061, 0.336634, 0.594309
1.000000, 6.267174, 0.407585, 0.612314, 0.876866, 0.210762, 0.339841, 0.592075, 1.068896, 0.632903, 0.617211, 0.891304, 0.248485, 0.388626, 0.609708
2.000000, 6.728922, 0.348073, 0.663694, 0.861298, 0.345291, 0.492958, 0.647646, 0.909153, 0.508791, 0.771513, 0.736559, 0.830303, 0.780627, 0.772710
3.000000, 7.029984, 0.307490, 0.764331, 0.717054, 0.829596, 0.769231, 0.767621, 0.798681, 0.480700, 0.789317, 0.752688, 0.848485, 0.797721, 0.790522
4.000000, 6.396191, 0.277345, 0.798301, 0.760163, 0.838565, 0.797441, 0.800331, 0.956970, 0.438215, 0.833828, 0.922481, 0.721212, 0.809524, 0.831536
5.000000, 6.440144, 0.252502, 0.804671, 0.901841, 0.659193, 0.761658, 0.797338, 1.068654, 0.409015, 0.860534, 0.946970, 0.757576, 0.841751, 0.858439
6.000000, 6.621923, 0.227862, 0.852229, 0.919126, 0.754260, 0.828571, 0.847291, 0.953869, 0.372623, 0.854599, 0.871795, 0.824242, 0.847352, 0.853982
7.000000, 6.301688, 0.212103, 0.872187, 0.858907, 0.873543, 0.866163, 0.872255, 0.827339, 0.344222, 0.884273, 0.931507, 0.824242, 0.874598, 0.883051
8.000000, 6.765805, 0.194356, 0.877707, 0.901067, 0.833184, 0.865797, 0.875463, 0.821701, 0.325113, 0.893175, 0.951049, 0.824242, 0.883117, 0.891772
9.000000, 6.588832, 0.180867, 0.887473, 0.919960, 0.834978, 0.875411, 0.884828, 1.024114, 0.302294, 0.890208, 0.921053, 0.848485, 0.883281, 0.889359
10.000000, 7.008239, 0.169455, 0.895117, 0.889587, 0.888789, 0.889188, 0.894798, 0.887484, 0.288319, 0.905044, 0.952381, 0.848485, 0.897436, 0.903894
11.000000, 6.345791, 0.158612, 0.897665, 0.920192, 0.858296, 0.888167, 0.895680, 1.028438, 0.272883, 0.902077, 0.940000, 0.854545, 0.895238, 0.901110
12.000000, 6.849737, 0.148529, 0.911253, 0.916360, 0.894170, 0.905129, 0.910392, 1.073628, 0.261189, 0.905044, 0.940397, 0.860606, 0.898734, 0.904140
13.000000, 6.150046, 0.140028, 0.916348, 0.921101, 0.900448, 0.910658, 0.915547, 0.823532, 0.251983, 0.905044, 0.940397, 0.860606, 0.898734, 0.904140
14.000000, 6.368357, 0.132216, 0.919321, 0.926267, 0.901345, 0.913636, 0.918415, 1.034304, 0.240856, 0.908012, 0.940789, 0.866667, 0.902208, 0.907171
15.000000, 6.783358, 0.125221, 0.930361, 0.928765, 0.923767, 0.926259, 0.930029, 0.872620, 0.234397, 0.908012, 0.946667, 0.860606, 0.901587, 0.907047
16.000000, 6.835642, 0.118949, 0.933758, 0.939505, 0.919282, 0.929284, 0.933028, 0.979122, 0.225398, 0.910979, 0.947020, 0.866667, 0.905063, 0.910077
17.000000, 6.749762, 0.113225, 0.938429, 0.937726, 0.931839, 0.934773, 0.938097, 0.891467, 0.220614, 0.908012, 0.952703, 0.854545, 0.900959, 0.906924
18.000000, 6.394871, 0.108071, 0.943100, 0.949588, 0.929148, 0.939256, 0.942397, 1.034242, 0.212611, 0.908012, 0.946667, 0.860606, 0.901587, 0.907047
19.000000, 6.310980, 0.103253, 0.946497, 0.949137, 0.937220, 0.943141, 0.946029, 0.777221, 0.208702, 0.913947, 0.959459, 0.860606, 0.907348, 0.912861
20.000000, 6.852024, 0.098911, 0.950743, 0.960369, 0.934529, 0.947273, 0.949926, 0.971615, 0.201551, 0.925816, 0.960526, 0.884848, 0.921136, 0.924982
21.000000, 6.419946, 0.094846, 0.954565, 0.960695, 0.942601, 0.951562, 0.953962, 0.850427, 0.198711, 0.922849, 0.966443, 0.872727, 0.917197, 0.921829
22.000000, 6.576039, 0.091127, 0.953291, 0.961433, 0.939013, 0.950091, 0.952571, 0.853060, 0.192265, 0.928783, 0.966887, 0.884848, 0.924051, 0.927889
23.000000, 6.336302, 0.087608, 0.957537, 0.960945, 0.948879, 0.954874, 0.957101, 0.890856, 0.190111, 0.928783, 0.966887, 0.884848, 0.924051, 0.927889
24.000000, 6.957395, 0.084402, 0.957113, 0.964286, 0.944395, 0.954237, 0.956472, 0.928762, 0.183788, 0.934718, 0.967320, 0.896970, 0.930818, 0.933950
25.000000, 6.336649, 0.081324, 0.959236, 0.962761, 0.950673, 0.956679, 0.958804, 0.873503, 0.182894, 0.931751, 0.967105, 0.890909, 0.927445, 0.930920
26.000000, 7.149160, 0.078534, 0.959236, 0.967860, 0.945291, 0.956443, 0.958533, 1.124299, 0.176102, 0.934718, 0.967320, 0.896970, 0.930818, 0.933950
27.000000, 6.575571, 0.075803, 0.962633, 0.965549, 0.955157, 0.960325, 0.962256, 0.868713, 0.176678, 0.934718, 0.967320, 0.896970, 0.930818, 0.933950
28.000000, 6.784900, 0.073370, 0.960510, 0.970534, 0.945291, 0.957746, 0.959743, 1.028311, 0.169122, 0.940653, 0.967742, 0.909091, 0.937500, 0.940011
29.000000, 6.837108, 0.070932, 0.964756, 0.966546, 0.958744, 0.962629, 0.964453, 0.830196, 0.171812, 0.934718, 0.967320, 0.896970, 0.930818, 0.933950
30.000000, 6.824190, 0.068806, 0.962208, 0.970642, 0.948879, 0.959637, 0.961536, 0.859597, 0.162958, 0.940653, 0.967742, 0.909091, 0.937500, 0.940011
31.000000, 6.345895, 0.066615, 0.967728, 0.967597, 0.964126, 0.965858, 0.967547, 0.969567, 0.167711, 0.940653, 0.980132, 0.896970, 0.936709, 0.939764
32.000000, 6.748082, 0.064760, 0.965180, 0.976916, 0.948879, 0.962693, 0.964359, 0.971811, 0.157527, 0.940653, 0.967742, 0.909091, 0.937500, 0.940011
33.000000, 6.630647, 0.062744, 0.969427, 0.969397, 0.965919, 0.967655, 0.969250, 0.879508, 0.163769, 0.940653, 0.980132, 0.896970, 0.936709, 0.939764
34.000000, 6.455442, 0.061069, 0.967304, 0.978782, 0.951569, 0.964984, 0.966511, 0.879941, 0.152696, 0.940653, 0.967742, 0.909091, 0.937500, 0.940011
